ENTRY ,AEL VRH bulk modulus ,AEL elastic anisotropy ,AEL Poisson ratio ,AEL VRH shear modulus ,space group ,Pearson symbol ,DATA
Br2F2Sr2 [c0a39893d84d2f99],36.5448,1.65185,0.278282,19.0161,129 - P4/nmm,tP6,"[API, Out, JSON ]"
Br2H12Sr7 [66debaf1f9bb0ccb],37.7601,0.0441421,0.220591,25.9313,174 - P6,hP21,"[API, Out, JSON ]"
Br2In10Se10 [0e802125ef3548e5],28.5925,0.713695,0.286079,14.2678,31 - Pmn21,oP22,"[API, Out, JSON ]"
Br2La10Sb6 [5adf7d52e3b3626e],57.7171,0.0532298,0.254233,33.9291,193 - P63/mcm,hP18,"[API, Out, JSON ]"
Br2La10Sn6 [e4bb28a94cfd1260],51.6132,0.314116,0.266021,28.6166,193 - P63/mcm,hP18,"[API, Out, JSON ]"
Br2O8Y6 [6925b566a277f79d],103.299,1.98674,0.340542,36.8624,63 - Cmcm,oS32,"[API, Out, JSON ]"
Br2Se4Tl10 [3e3c1d40063cad82],20.2106,0.294033,0.290223,9.85813,140 - I4/mcm,tI32,"[API, Out, JSON ]"
Br4Eu4I4 [46250f984f45620f],30.747,0.485056,0.327663,11.9733,62 - Pnma,oP12,"[API, Out, JSON ]"
Br4K2Pd1 [0ffa34b449605bad],11.1218,0.738051,0.272924,5.952,123 - P4/mmm,tP7,"[API, Out, JSON ]"
Br4K2Pt1 [d0cd2109e28a8fce],11.0131,0.751975,0.273152,5.88687,123 - P4/mmm,tP7,"[API, Out, JSON ]"
Br4Mo4S4 [c0e6444f702dee94],49.7111,0.352696,0.222687,33.8243,216 - F43m,cF48,"[API, Out, JSON ]"
Br6Ca2In2 [0c63b960ff636225],16.3013,0.8286,0.315043,6.87816,63 - Cmcm,oS20,"[API, Out, JSON ]"
Br6Cs2Dy2 [b659c8ff13c927f7],26.224,3.99563,0.331972,9.92444,127 - P4/mbm,tP10,"[API, Out, JSON ]"
Br6Cs2Mg2 [fdf1ecb52d3d236a],12.0149,1.8925,0.284806,6.0372,194 - P63/mmc,hP10,"[API, Out, JSON ]"
Br6Cs2Pt1 [f1db056900fcd3bb],8.98333,0.0551803,0.273082,4.80364,225 - Fm3m,cF36,"[API, Out, JSON ]"
Br6Cs2Sn1 [a7b88cfa9b53898d],7.84444,0.890333,0.294265,3.74084,225 - Fm3m,cF36,"[API, Out, JSON ]"
Br6K2Pt1 [5414561a87051a3f],12.1333,0.167694,0.285915,6.06005,225 - Fm3m,cF36,"[API, Out, JSON ]"
Br6K2Re1 [08933efb4d3240d7],11.3389,0.412013,0.280143,5.84215,225 - Fm3m,cF36,"[API, Out, JSON ]"
Br6K2Se1 [8f493eb9dacbdea3],10.85,0.444473,0.283959,5.47693,225 - Fm3m,cF36,"[API, Out, JSON ]"
Br6K2Sn1 [af102a5a65dcf235],10.0278,1.10438,0.315924,4.20815,225 - Fm3m,cF36,"[API, Out, JSON ]"
Br6K2Te1 [67e6bb73871b7087],10.4389,0.565774,0.285901,5.21413,225 - Fm3m,cF36,"[API, Out, JSON ]"
Br6Pd1Rb2 [41eaa2ac5e0af8aa],11.5111,0.280796,0.276342,6.05139,225 - Fm3m,cF36,"[API, Out, JSON ]"
Br6Rb2Sn1 [4ca026eef8988473],8.73889,0.77397,0.302802,3.96827,225 - Fm3m,cF36,"[API, Out, JSON ]"
Br6Rb2Te1 [496fbc63b1ffb8e4],9.12778,0.335236,0.291008,4.43288,225 - Fm3m,cF36,"[API, Out, JSON ]"
Br8Li6Mg1 [ddee48f6f9bf413e],23.0111,0.242351,0.23452,14.8454,225 - Fm3m,cF60,"[API, Out, JSON ]"
Br9Rb3Sb2 [15bf2c0b12f94d87],10.0446,0.184523,0.288246,4.9532,164 - P3m1,hP14,"[API, Out, JSON ]"
C1Li4O4 [c1a0b04a38cc2cb8],70.5525,6.05577,0.307004,31.2539,121 - I42m,tI18,"[API, Out, JSON ]"
C1Na4O4 [9ff6e80371443b80],46.7906,35.5427,0.358581,14.6118,121 - I42m,tI18,"[API, Out, JSON ]"
C2Ca2O6 [c703b43d6ea64c82],59.191,1.7197,0.33844,21.4344,40 - Ama2,oS20,"[API, Out, JSON ]"
C2Co1Ho1 [89e739a189fe5329],168.33,0.340634,0.267088,92.8254,38 - Amm2,oS8,"[API, Out, JSON ]"
C2Co1Tb1 [ef2a772d79509a04],167.685,0.309935,0.270084,91.0653,38 - Amm2,oS8,"[API, Out, JSON ]"
C2Co1Th1 [e00e76841156aae9],182.793,0.104648,0.288247,90.1388,38 - Amm2,oS8,"[API, Out, JSON ]"
C2Cr4Ga2 [2153adae28226399],104.816,0.122864,0.248414,63.3691,194 - P63/mmc,hP8,"[API, Out, JSON ]"
C2Cs2Pt1 [76e523ddd6535395],33.801,11.831,0.30666,15.0041,164 - P3m1,hP5,"[API, Out, JSON ]"
C2Cu1Rb1 [0543ba1f6db4e014],30.9747,32.6698,0.300298,14.2714,123 - P4/mmm,tP4,"[API, Out, JSON ]"
C2Dy10Ge6 [d813f6a5ec585609],77.6066,0.0891358,0.26545,43.1529,193 - P63/mcm,hP18,"[API, Out, JSON ]"
C2Dy1Ni1 [a824f22bcf1ceb0f],160.686,0.370155,0.239643,101.244,38 - Amm2,oS8,"[API, Out, JSON ]"
C2Er10Ge6 [d0f2ba9345aa22a0],81.045,0.0612793,0.262724,45.6871,193 - P63/mcm,hP18,"[API, Out, JSON ]"
C2Fe12W12 [a719b6f247461796],219.328,0.184878,0.336266,80.6232,227 - Fd3m,cF104,"[API, Out, JSON ]"
C2Ga2Nb4 [382cb76ea706d801],180.015,0.230821,0.246319,109.923,194 - P63/mmc,hP8,"[API, Out, JSON ]"
C2Ga2Sc4 [504f7153a313debe],84.9052,0.326295,0.229567,56.0225,194 - P63/mmc,hP8,"[API, Out, JSON ]"
C2Ga2Ta4 [136ad4308831f67e],190.394,0.19044,0.258502,109.606,194 - P63/mmc,hP8,"[API, Out, JSON ]"
C2Ga2Ti4 [753b11b0ef719fea],140.791,0.0338194,0.189395,110.301,194 - P63/mmc,hP8,"[API, Out, JSON ]"
C2Ge2Ti4 [f16a647cdf99d0aa],153.614,0.0337761,0.243507,95.0563,194 - P63/mmc,hP8,"[API, Out, JSON ]"
C2Ge2V4 [2237b2cc14307e85],176.812,0.484833,0.258529,101.773,194 - P63/mmc,hP8,"[API, Out, JSON ]"
C2Ge6Mo10 [86678e9b842527f4],208.406,0.0203405,0.306906,92.3753,193 - P63/mcm,hP18,"[API, Out, JSON ]"
C2Hf4In2 [c6f9c574d454e1c4],128.831,0.0684215,0.203405,95.2567,194 - P63/mmc,hP8,"[API, Out, JSON ]"
C2Hf4S2 [30c87e62a8035a27],176.74,0.0941364,0.211477,126.276,194 - P63/mmc,hP8,"[API, Out, JSON ]"
C2Ho1Ni1 [bc59337055eb36e8],162.645,0.37957,0.2426,101.074,38 - Amm2,oS8,"[API, Out, JSON ]"
C2In2Nb4 [104bfcffe1218928],160.541,0.0495621,0.240475,100.762,194 - P63/mmc,hP8,"[API, Out, JSON ]"
C2In2Ti4 [acf7161f700ef029],127.628,0.0600497,0.195977,97.331,194 - P63/mmc,hP8,"[API, Out, JSON ]"
C2In2Zr4 [171c88155f47712d],118.435,0.0733843,0.2096,85.3012,194 - P63/mmc,hP8,"[API, Out, JSON ]"
C2K8O8 [58922299f89bc347],34.5463,0.246476,0.320248,14.1104,86 - P42/n,tP18,"[API, Out, JSON ]"
C2Li4O6 [b1fcd31e74f48b03],75.0705,3.83328,0.243441,46.468,193 - P63/mcm,hP12,"[API, Out, JSON ]"
C2Mg2N4 [58fe68b5f9920e5b],235.14,1.54938,0.25222,139.583,122 - I42d,tI16,"[API, Out, JSON ]"
C2Na2Pd1 [9ce661a7f8001c87],45.168,7.14183,0.2819,23.0544,164 - P3m1,hP5,"[API, Out, JSON ]"
C2Nb4P2 [bcd5afce9a25828f],221.209,0.230607,0.242793,137.344,194 - P63/mmc,hP8,"[API, Out, JSON ]"
C2Nb4S2 [caaa20c92838e6d6],190.613,0.261014,0.285183,95.5822,194 - P63/mmc,hP8,"[API, Out, JSON ]"
C2Ni1Tb1 [d95968e06facc9bd],160.573,0.346237,0.242645,99.765,38 - Amm2,oS8,"[API, Out, JSON ]"
C2Pb2Ti4 [b3690417bc7a71d7],114.138,0.160289,0.246497,69.6375,194 - P63/mmc,hP8,"[API, Out, JSON ]"
C2S2Zr4 [b21cd52623381cdc],164,0.109078,0.219476,113.178,194 - P63/mmc,hP8,"[API, Out, JSON ]"
C2Sn2Ti4 [0b6839bf7e7d3db8],129.381,0.039651,0.241958,80.6449,194 - P63/mmc,hP8,"[API, Out, JSON ]"
C2Ti4Tl2 [7793437632e37b55],121.925,0.186203,0.211256,87.1951,194 - P63/mmc,hP8,"[API, Out, JSON ]"
C2Tl2Zr4 [5a8c11a2c4607835],115.168,0.199413,0.224296,77.8054,194 - P63/mmc,hP8,"[API, Out, JSON ]"
C4Co2Sc2 [10e28bd144775b49],202.833,0.481668,0.278395,105.481,129 - P4/nmm,tP8,"[API, Out, JSON ]"
C4Co8Mo16 [f316392e464ad886],203.15,0.0734354,0.276987,106.434,227 - Fd3m,cF112,"[API, Out, JSON ]"
C4Co8Ta16 [76eb3924a0289246],236.617,3.35E-07,0.298126,110.39,227 - Fd3m,cF112,"[API, Out, JSON ]"
C4Cr12Nb12 [a09fe58198dad403],228.894,0.0182972,0.2772,119.788,227 - Fd3m,cF112,"[API, Out, JSON ]"
C4Cr2Sc2 [0a96527cdb83fd27],148.688,0.126832,0.2176,103.456,194 - P63/mmc,hP8,"[API, Out, JSON ]"
C4Ge2Ti6 [cf060bdbadd996c5],172.603,0.00609292,0.209078,124.592,194 - P63/mmc,hP12,"[API, Out, JSON ]"
C4Hf12Zn12 [bde6ee56742edb31],125.956,3.60E-05,0.256931,73.0731,227 - Fd3m,cF112,"[API, Out, JSON ]"
C4Mo16Ni8 [12a02af58baf98a1],264.228,0.0164985,0.301812,120.678,227 - Fd3m,cF112,"[API, Out, JSON ]"
C4Nb12Ni12 [b61692c56923bcac],196.111,0.0165325,0.300929,90.0281,227 - Fd3m,cF112,"[API, Out, JSON ]"
C4Nb16Ni8 [310c8244b2e723e3],197.894,0.00794606,0.296807,93.0228,227 - Fd3m,cF112,"[API, Out, JSON ]"
C4Nb16Rh8 [a3cca7c11dd99072],225.506,0.530471,0.398537,49.0809,227 - Fd3m,cF112,"[API, Out, JSON ]"
C4Nb16Zn8 [7d8ac3da164390dd],182.833,0.106894,0.296427,86.1291,227 - Fd3m,cF112,"[API, Out, JSON ]"
C4Ni8Ta16 [b9ae23dfe8fd531b],227.933,0.0228209,0.2988,105.929,227 - Fd3m,cF112,"[API, Out, JSON ]"
C4Ni8W16 [1bc7a04e33a6ff4e],298.828,0.0196983,0.298128,139.413,227 - Fd3m,cF112,"[API, Out, JSON ]"
C4O12Sr4 [35099e599e89dc40],56.4738,0.421495,0.277879,29.4488,62 - Pnma,oP20,"[API, Out, JSON ]"
C4Os8Zr16 [04121cae6016866a],185.261,6.99E-06,0.312481,79.4066,227 - Fd3m,cF112,"[API, Out, JSON ]"
C4Si2Ti6 [c75310f2c251e81b],181.388,0.0120126,0.203359,134.143,194 - P63/mmc,hP12,"[API, Out, JSON ]"
C4Sn2Ti6 [9007edeea2214085],154.944,0.0524309,0.227568,103.159,63 - Cmcm,oS24,"[API, Out, JSON ]"
C4Zn12Zr12 [851162a17c9ca0c9],114.367,0.0302901,0.260061,65.3327,227 - Fd3m,cF112,"[API, Out, JSON ]"
C6Cr3W20 [8dbae7845818266c],309.633,9.15E-05,0.32463,122.979,225 - Fm3m,cF116,"[API, Out, JSON ]"
C6Nb16Zn8 [9da93ce1399c594f],184.189,0.135639,0.30358,83.2591,227 - Fd3m,cF120,"[API, Out, JSON ]"
C6Nb8Si2 [a1f7a31124753dd7],243.455,0.313773,0.274788,129.031,194 - P63/mmc,hP16,"[API, Out, JSON ]"
C8Dy8Re4 [284ff6478870c516],124.768,0.37563,0.251682,74.2576,62 - Pnma,oP20,"[API, Out, JSON ]"
C8Er8Re4 [b54170da3227767c],129.76,0.363634,0.250277,77.7527,62 - Pnma,oP20,"[API, Out, JSON ]"
C8Gd4Mo4 [ae5a8b9f35b8d5f0],192.045,0.252532,0.277886,100.14,62 - Pnma,oP16,"[API, Out, JSON ]"
C8Pu4W4 [f68de4d2dee5d075],215.277,0.264766,0.251228,128.406,62 - Pnma,oP16,"[API, Out, JSON ]"
C8Re4Y8 [fd19dbcec4dad6dc],122.711,0.312155,0.253174,72.5076,62 - Pnma,oP20,"[API, Out, JSON ]"
C8U4W4 [62deadd1ead9571c],164.657,1.99555,0.33107,62.6914,62 - Pnma,oP16,"[API, Out, JSON ]"
C8U4W4 [159163a4966d3a1a],223.621,0.130097,0.254665,131.179,62 - Pnma,oP16,"[API, Out, JSON ]"
C8W4Y4 [416cce9b259354f7],206.403,0.0682935,0.262958,116.218,62 - Pnma,oP16,"[API, Out, JSON ]"
Ca10H2Sn6 [b6be8b04b4d8c79a],36.5432,0.308467,0.23375,23.6587,140 - I4/mcm,tI36,"[API, Out, JSON ]"
Ca10In4Sb12 [97b0ff1e229ca320],35.7596,0.377654,0.2654,19.8891,55 - Pbam,oP26,"[API, Out, JSON ]"
Ca1Cd2P2 [e18af383fa2a4663],58.5234,0.0633974,0.245775,35.8285,164 - P3m1,hP5,"[API, Out, JSON ]"
Ca1F6Pb1 [a21b02f100736b23],50.4444,6.78325,0.311798,21.7116,225 - Fm3m,cF32,"[API, Out, JSON ]"
Ca1F6Sn1 [6c3443ac3ffca280],53.7611,6.26155,0.311655,23.1592,225 - Fm3m,cF32,"[API, Out, JSON ]"
Ca1Ge2Ir2 [4a77f6d742d55d27],118.614,0.265369,0.262292,67.0102,139 - I4/mmm,tI10,"[API, Out, JSON ]"
Ca1Ge2Rh2 [5e6fd90ec299e956],105.568,0.23662,0.27282,56.5268,139 - I4/mmm,tI10,"[API, Out, JSON ]"
Ca1Ge2Ru2 [f5861e99c0a527d9],104.728,0.309186,0.298624,48.7204,139 - I4/mmm,tI10,"[API, Out, JSON ]"
Ca1Ir1Si3 [46f2dd0bdca70c4c],112.513,0.151664,0.326786,44.0665,107 - I4mm,tI10,"[API, Out, JSON ]"
Ca1Mn7O12 [8fce8fad9d6b4ea6],164.06,0.108223,0.315606,68.9835,148 - R3,hR20,"[API, Out, JSON ]"
Ca1P2Pd2 [af1c05a2d9b48a26],112.408,0.198822,0.316156,47.1041,139 - I4/mmm,tI10,"[API, Out, JSON ]"
Ca1P2Rh2 [69bb977aee012793],136.864,0.0723228,0.268323,75.0004,139 - I4/mmm,tI10,"[API, Out, JSON ]"
Ca1P2Ru2 [e0e0ce19b3a834a8],103.02,1.29666,0.190027,80.5024,139 - I4/mmm,tI10,"[API, Out, JSON ]"
Ca1Pd2Si2 [ddeddf356d5adde2],107.023,0.20069,0.335359,39.5855,139 - I4/mmm,tI10,"[API, Out, JSON ]"
Ca1Pt1Si3 [4b5f9e4adb19ff87],103.651,0.184793,0.323104,41.5738,107 - I4mm,tI10,"[API, Out, JSON ]"
Ca1Rh2Si2 [19ee35dd912821b3],122.663,0.267246,0.242839,76.1422,139 - I4/mmm,tI10,"[API, Out, JSON ]"
Ca1Si2Zn2 [db51b14eed73c95f],68.3956,0.377224,0.251311,40.7795,139 - I4/mmm,tI10,"[API, Out, JSON ]"
Ca2Cu2F8 [a20827ac281382b5],76.1251,0.139943,0.29454,36.2461,140 - I4/mcm,tI24,"[API, Out, JSON ]"
Ca2F8Pd2 [42287fded7f444e9],71.8529,0.313809,0.304947,32.2201,140 - I4/mcm,tI24,"[API, Out, JSON ]"
Ca2Ga4P4 [82325e6edb90ef2a],64.7244,0.0215612,0.20005,48.5333,194 - P63/mmc,hP10,"[API, Out, JSON ]"
Ca2Ge2N4 [d78aa7a19394adb5],113.986,4.1721,0.307673,50.2937,122 - I42d,tI16,"[API, Out, JSON ]"
Ca2Ge2Zn2 [9fd872d3fdf200c1],49.3794,0.614463,0.176773,40.6894,194 - P63/mmc,hP6,"[API, Out, JSON ]"
Ca2H6Ru1 [8f04a7184bd53c80],59.25,0.0234783,0.217502,41.2434,225 - Fm3m,cF36,"[API, Out, JSON ]"
Ca2Hg2Sn2 [f0e3fc2b7d5e1412],42.9326,0.649605,0.277943,22.3801,186 - P63mc,hP6,"[API, Out, JSON ]"
Ca2In4O8 [cd03036b6ea1706d],122.301,1.15632,0.351207,40.4029,141 - I41/amd,tI28,"[API, Out, JSON ]"
Ca2In4P4 [dd3ec837d5cbe49b],53.8804,0.0457731,0.223244,36.5709,194 - P63/mmc,hP10,"[API, Out, JSON ]"
Ca2In4Pd2 [cbf3a14d299bd86d],54.6428,0.641022,0.296054,25.7957,63 - Cmcm,oS16,"[API, Out, JSON ]"
Ca2In8Pd2 [91415caa90551b30],54.4923,0.515153,0.307511,24.0667,63 - Cmcm,oS24,"[API, Out, JSON ]"
Ca2In8Rh2 [50b60c243688c897],61.8432,0.420455,0.266532,34.1998,51 - Pmma,oP12,"[API, Out, JSON ]"
Ca2Ir2Sn4 [7e0ae379f8a41484],74.4661,1.03933,0.296685,35.0279,63 - Cmcm,oS16,"[API, Out, JSON ]"
Ca2N2Ni2 [eb7407f3eaca06d4],102.997,1.52025,0.28316,52.216,131 - P42/mmc,tP6,"[API, Out, JSON ]"
Ca2N2Zn1 [40c9a9dbe6d94437],81.535,0.870388,0.268493,44.6417,139 - I4/mmm,tI10,"[API, Out, JSON ]"
Ca2O6Pt2 [b8cb6304b827928f],148.041,0.687909,0.292502,71.2995,63 - Cmcm,oS20,"[API, Out, JSON ]"
Ca2O6Si2 [cc315d932b359d19],214.883,1.01635,0.228838,142.252,127 - P4/mbm,tP10,"[API, Out, JSON ]"
Ca2O6Ti2 [b3e056f88f7a8a52],166.123,0.0925426,0.239333,104.821,140 - I4/mcm,tI20,"[API, Out, JSON ]"
Ca2O8Tl4 [93c414995740eb69],109.553,0.397203,0.33022,41.9478,63 - Cmcm,oS28,"[API, Out, JSON ]"
Ca2Pb2Zn2 [3654b3cb161aca43],34.3871,0.810757,0.227194,22.9328,194 - P63/mmc,hP6,"[API, Out, JSON ]"
Ca2Pd2Sn4 [9dc0a83d1a0e560f],53.9933,1.34667,0.332927,20.303,63 - Cmcm,oS16,"[API, Out, JSON ]"
Ca2Sn2Zn2 [c469c0cafc7af9ff],36.6868,3.05796,0.221735,25.0676,194 - P63/mmc,hP6,"[API, Out, JSON ]"
Ca2Sn2Zn2 [290ca9502097b532],45.4476,0.28365,0.196173,34.631,186 - P63mc,hP6,"[API, Out, JSON ]"
Ca3Cd3Ge3 [d9403a699f88edef],49.4701,0.0161254,0.203122,36.6211,189 - P62m,hP9,"[API, Out, JSON ]"
Ca3Cd3Pb3 [802bab9e47f9d35d],38.1479,0.112517,0.271234,20.5949,189 - P62m,hP9,"[API, Out, JSON ]"
Ca3Cd3Sn3 [168637fa95d768b1],42.8373,0.290328,0.266871,23.6487,189 - P62m,hP9,"[API, Out, JSON ]"
Ca3Ga4Ni4 [e32f213e02e24844],76.7,0.0782239,0.324024,30.5826,217 - I43m,cI22,"[API, Out, JSON ]"
Ca3Ir4Si4 [ae73ead1015d7ceb],132.1,0.0689757,0.332167,49.928,217 - I43m,cI22,"[API, Out, JSON ]"
Ca3Ir6P6 [f75f12052e721c88],136.833,0.319585,0.34099,48.6756,154 - P3221,hP15,"[API, Out, JSON ]"
Ca3O12S3 [4932b0448b7f1c04],59.0072,0.0722264,0.259592,33.7867,180 - P6222,hP18,"[API, Out, JSON ]"
Ca3Pb3Pd3 [344bb9006b72fbe2],54.4388,0.55367,0.311736,23.4396,189 - P62m,hP9,"[API, Out, JSON ]"
Ca4Ga4Ge4 [e12f7db135260de6],48.5693,0.880074,0.228923,32.1403,194 - P63/mmc,hP12,"[API, Out, JSON ]"
Ca4Ge4Mg4 [0ea2f481c2cf44d7],47.8437,0.0971314,0.179758,38.961,62 - Pnma,oP12,"[API, Out, JSON ]"
Ca4Ge4Ni6 [00a84646b3922c25],70.4623,0.609614,0.259377,40.3887,51 - Pmma,oP14,"[API, Out, JSON ]"
Ca4Ge8Li4 [d730f802335716fc],43.4609,0.570592,0.224818,29.2933,62 - Pnma,oP16,"[API, Out, JSON ]"
Ca4I2N2 [eeb5fe3ba91f0acb],50.2507,0.203783,0.235984,32.2018,194 - P63/mmc,hP8,"[API, Out, JSON ]"
Ca4In4Pt4 [2fa6024efea3f124],73.6303,0.505812,0.339938,26.3865,62 - Pnma,oP12,"[API, Out, JSON ]"
Ca4In4Rh4 [d42ec20d3cab5a59],68.7184,1.186,0.344112,23.9095,62 - Pnma,oP12,"[API, Out, JSON ]"
Ca4Li4N4 [747c57c32e156a4e],70.0445,0.102401,0.256963,40.63,62 - Pnma,oP12,"[API, Out, JSON ]"
Ca4Li4Si8 [4105a79a30e78b58],48.8646,0.542948,0.207494,35.5112,62 - Pnma,oP16,"[API, Out, JSON ]"
Ca4Mg4Si4 [d4a66226ac320e53],51.6156,0.101874,0.186268,40.9523,62 - Pnma,oP12,"[API, Out, JSON ]"
Ca4Mn4O12 [eccf92b96af0a49d],123.558,0.637224,0.30091,56.7275,194 - P63/mmc,hP20,"[API, Out, JSON ]"
Ca4Mn4O12 [58bd8f8745fa8925],145.005,0.0745809,0.237632,92.2197,62 - Pnma,oP20,"[API, Out, JSON ]"
Ca4Nb4O14 [4aaabc9e717d320e],142.278,0.0469901,0.23249,92.6434,227 - Fd3m,cF88,"[API, Out, JSON ]"
Ca4O12Rh4 [14a88c4b5e464cf6],160.752,0.321929,0.305769,71.7347,62 - Pnma,oP20,"[API, Out, JSON ]"
Ca4O12Ru4 [f03064acd33e2d29],168.287,0.374048,0.30482,75.5187,62 - Pnma,oP20,"[API, Out, JSON ]"
Ca4O12Si4 [3fe9b288117abbf6],213.837,2.7172,0.270213,116.052,204 - Im3,cI40,"[API, Out, JSON ]"
Ca4O12Si4 [aba814a45970107d],213.851,2.11462,0.294614,101.78,62 - Pnma,oP20,"[API, Out, JSON ]"
Ca4O12Tc4 [a0f3babe29a92869],166.842,0.284921,0.285356,83.5833,62 - Pnma,oP20,"[API, Out, JSON ]"
Ca4O12Ti4 [eb506b2e473b4c74],169.349,0.03183,0.250907,101.167,62 - Pnma,oP20,"[API, Out, JSON ]"
Ca4O12Zr4 [4aa30a659beb47a0],150.068,0.0436677,0.261995,84.9057,62 - Pnma,oP20,"[API, Out, JSON ]"
Ca4O14Ta4 [54ff4abcf9aa0a9e],148.233,0.0515725,0.229612,97.7883,227 - Fd3m,cF88,"[API, Out, JSON ]"
Ca4O8Pb2 [829aca069b80de01],105.002,0.479371,0.287493,51.993,55 - Pbam,oP14,"[API, Out, JSON ]"
Ca4O8Sn2 [dc3b1be6e04936be],115.246,0.422709,0.277799,60.1214,55 - Pbam,oP14,"[API, Out, JSON ]"
Ca4Pb4Sr4 [b5b4139aae6f9965],27.0474,0.287464,0.231647,17.6794,62 - Pnma,oP12,"[API, Out, JSON ]"
Ca4Pt4Sn4 [77c469a3ca02c2ef],78.484,0.467327,0.349068,26.342,62 - Pnma,oP12,"[API, Out, JSON ]"
Ca4S12Zr4 [e1c203fc1f3e41da],68.3669,0.45535,0.272698,36.6306,62 - Pnma,oP20,"[API, Out, JSON ]"
Ca4Sn4Sr4 [5d94aa7e2ab22c24],29.5621,0.240469,0.230625,19.4128,62 - Pnma,oP12,"[API, Out, JSON ]"
Ca6Cr2N6 [226c112b936f08c4],85.6201,0.0697737,0.258501,49.2899,63 - Cmcm,oS28,"[API, Out, JSON ]"
Ca6H4Pb2 [eadea71ec7c8de51],34.768,0.332312,0.212412,24.7412,63 - Cmcm,oS24,"[API, Out, JSON ]"
Ca6N6V2 [c36c3c6afc041061],85.9194,0.09201,0.258101,49.56,63 - Cmcm,oS28,"[API, Out, JSON ]"
Ca7Cl2H12 [52844e7969a24d55],46.9383,0.0152177,0.208735,33.9317,174 - P6,hP21,"[API, Out, JSON ]"
Ca8Cl12O2 [305466170501fcd5],38.6551,0.143227,0.319894,15.8241,186 - P63mc,hP22,"[API, Out, JSON ]"
Ca8H4N4 [032b67f4287490a2],55.7889,0.318981,0.21215,39.7447,227 - Fd3m,cF64,"[API, Out, JSON ]"
Cd1Cl8Na6 [10e7d65dca0ad52c],21.3111,0.106073,0.253463,12.5747,225 - Fm3m,cF60,"[API, Out, JSON ]"
Cd1Cu1Sb1 [1dc3560c617a7aa8],53.6056,14.0685,0.457817,4.65336,216 - F43m,cF12,"[API, Out, JSON ]"
Cd1Cu2Zr1 [b73bfee99124e275],119.739,0.929747,0.302786,54.3777,225 - Fm3m,cF16,"[API, Out, JSON ]"
Cd1Cu4Er1 [17ccd4fa6df38347],108.961,0.0860559,0.307051,48.2549,216 - F43m,cF24,"[API, Out, JSON ]"
Cd1Cu4Yb1 [9874952b0a9bfb74],78.4778,0.712599,0.392848,18.1119,216 - F43m,cF24,"[API, Out, JSON ]"
Cd1Dy1Ni4 [184af23d0bb6ab48],117.383,0.00140479,0.316373,49.1231,216 - F43m,cF24,"[API, Out, JSON ]"
Cd1Er1Ni4 [a8a0bade8fc7feb3],120.35,0.017938,0.30217,54.8518,216 - F43m,cF24,"[API, Out, JSON ]"
Cd1Hg2Ti1 [cd3533e558e1c032],56.3782,0.277037,0.335845,20.7841,123 - P4/mmm,tP4,"[API, Out, JSON ]"
Cd1Ho1Ni4 [849eddc35ec26fcf],116.894,0.00071529,0.314089,49.6131,216 - F43m,cF24,"[API, Out, JSON ]"
Cd1Li2Pb1 [cfbceda193fc9a79],32.6056,10.0921,0.342962,11.4381,216 - F43m,cF16,"[API, Out, JSON ]"
Cd1Li2Sb1 [f11e7eb27a5363db],37.2389,13.5483,0.366855,10.8823,225 - Fm3m,cF16,"[API, Out, JSON ]"
Cd1Na2Pb1 [a5e69f3c807b1d34],24.5056,2.07972,0.309537,10.6925,216 - F43m,cF16,"[API, Out, JSON ]"
Cd1Ni4Sc1 [3de78be8c94f3ef6],126.344,0.0540394,0.290169,61.6453,216 - F43m,cF24,"[API, Out, JSON ]"
Cd1Ni4Tb1 [b3050d6b91112f5b],116.011,0.00200068,0.313597,49.3868,216 - F43m,cF24,"[API, Out, JSON ]"
Cd1Ni4Y1 [46d789387968a2f1],117.378,0.000148026,0.317702,48.7159,216 - F43m,cF24,"[API, Out, JSON ]"
Cd1O6Pt3 [6d70b2b8b5b2b4e3],194.815,0.750468,0.332102,73.6633,65 - Cmmm,oS20,"[API, Out, JSON ]"
Cd1O6Sb2 [d7a0c361cfcf56db],110.543,0.779184,0.305361,49.4485,162 - P31m,hP9,"[API, Out, JSON ]"
Cd1P1Pd5 [68888be8e3ce7f19],148.177,1.13154,0.362965,44.6939,123 - P4/mmm,tP7,"[API, Out, JSON ]"
Cd1P1Pt5 [c07cb317ee589630],195.584,1.3879,0.367867,56.679,123 - P4/mmm,tP7,"[API, Out, JSON ]"
Cd1Pt2Zn1 [d43fa03e0143372f],155.091,0.243743,0.335469,57.322,123 - P4/mmm,tP4,"[API, Out, JSON ]"
Cd2Cr4S8 [8e9d131ec9693c31],77.7389,0.614941,0.325823,30.6384,227 - Fd3m,cF56,"[API, Out, JSON ]"
Cd2Cr4Se8 [93b797b5d52e531c],62.4944,0.655021,0.328583,24.1896,227 - Fd3m,cF56,"[API, Out, JSON ]"
Cd2Cu2F8 [03fde0d245050018],89.1773,0.212752,0.331588,33.836,140 - I4/mcm,tI24,"[API, Out, JSON ]"
Cd2Dy4Ge4 [2f3919722c70b825],76.4125,0.648731,0.234497,49.302,127 - P4/mbm,tP10,"[API, Out, JSON ]"
