ENTRY ,AEL VRH bulk modulus ,AEL elastic anisotropy ,AEL Poisson ratio ,AEL VRH shear modulus ,space group ,Pearson symbol ,DATA
B4Fe4W4 [d1c5346be7fd2d90],244.733,0.469923,0.257356,141.685,62 - Pnma,oP12,"[API, Out, JSON ]"
B4Hf6Ir10 [d334a6eb4253fef4],256.661,0.193799,0.296948,120.549,127 - P4/mbm,tP20,"[API, Out, JSON ]"
B4In5Ir9 [3be696425dabfe6c],176.436,0.396596,0.300343,81.2708,189 - P62m,hP18,"[API, Out, JSON ]"
B4Li4Rh6 [ddb8994b5f2ae6fe],157.835,0.909817,0.282659,80.2333,55 - Pbam,oP14,"[API, Out, JSON ]"
B4Mo4Nb2 [067fa0e44493c0a4],271.632,0.0388441,0.246154,165.997,127 - P4/mbm,tP10,"[API, Out, JSON ]"
B4S12Tb4 [fb248c72209c265d],55.6334,0.841396,0.290453,27.1017,33 - Pna21,oP20,"[API, Out, JSON ]"
B4Si2V10 [5da96bce418c70e5],219.039,0.0413353,0.197861,165.746,140 - I4/mcm,tI32,"[API, Out, JSON ]"
B6C2Nb6 [cd1e611bc5b35a8e],275.481,0.0983333,0.223938,186.406,63 - Cmcm,oS28,"[API, Out, JSON ]"
B6Ce2Ni21 [d9caf776983ee835],199.339,0.00142511,0.36336,59.9348,225 - Fm3m,cF116,"[API, Out, JSON ]"
B6Co2W6 [752ea17eddbdd155],341.072,0.0737576,0.249346,205.286,63 - Cmcm,oS28,"[API, Out, JSON ]"
B6H24Y2 [235095bcd59919a5],29.5333,1.82247,0.254412,17.3461,226 - Fm3c,cF128,"[API, Out, JSON ]"
B6H6K2 [7e573b2c847567ad],12.0333,0.0497655,0.180469,9.77161,225 - Fm3m,cF56,"[API, Out, JSON ]"
B6Hf2Ni21 [ea1f8c9af42e6a4b],219.95,0.0182191,0.340836,78.3276,225 - Fm3m,cF116,"[API, Out, JSON ]"
B6Hf3Ni20 [bde2e5bd35d6ec8d],223.817,0.0011366,0.341057,79.581,225 - Fm3m,cF116,"[API, Out, JSON ]"
B6Ir6Mg6 [c422afb3ea6a5582],186.465,0.526494,0.317674,77.4034,180 - P6222,hP18,"[API, Out, JSON ]"
B6Mg3Ni9 [fce0bd8a41ea4d87],192.051,0.731104,0.303297,86.9569,181 - P6422,hP18,"[API, Out, JSON ]"
B6Ni20Sc3 [635b3b0cecf10da0],189.133,0.000325913,0.323912,75.4675,225 - Fm3m,cF116,"[API, Out, JSON ]"
B6Ni20Ta3 [5a41940197c879ba],236.094,0.0148207,0.332698,88.9151,225 - Fm3m,cF116,"[API, Out, JSON ]"
B6Ni21U2 [35da6b84199f2098],229.267,0.0184102,0.370501,64.9906,225 - Fm3m,cF116,"[API, Out, JSON ]"
B6Ni21Zr2 [3956291701684a5e],216.511,0.0100839,0.344133,75.3208,225 - Fm3m,cF116,"[API, Out, JSON ]"
B6Ni2W6 [9bf8f9bec7278661],323.746,0.148282,0.251141,193.185,63 - Cmcm,oS28,"[API, Out, JSON ]"
B8Be4C8 [6975681558eb6cdc],193.66,3.84369,0.187089,153.144,59 - Pmmn,oP20,"[API, Out, JSON ]"
B8C8Sc4 [d28c5371ec80d3c4],186.334,1.98478,0.189888,145.689,55 - Pbam,oP20,"[API, Out, JSON ]"
B8Dy2Rh8 [2117ba53713d1039],227.517,0.415581,0.322013,91.8943,137 - P42/nmc,tP18,"[API, Out, JSON ]"
B8Dy4Os4 [217f0084d01f230e],209.005,0.238785,0.245061,128.388,62 - Pnma,oP16,"[API, Out, JSON ]"
B8Er2Rh8 [90dedce1ab633737],228.626,0.44281,0.32385,91.2623,137 - P42/nmc,tP18,"[API, Out, JSON ]"
B8Hf2Ir6 [ce29391dc938bbb0],262.411,0.176348,0.321069,106.626,176 - P63/m,hP16,"[API, Out, JSON ]"
B8Ho2Rh8 [9f3c65fa123a9d62],227.86,0.43418,0.324527,90.5604,137 - P42/nmc,tP18,"[API, Out, JSON ]"
B8Ho4Os4 [ea8e48a908aa89ff],210.271,0.267465,0.244384,129.579,62 - Pnma,oP16,"[API, Out, JSON ]"
B8Ir4Mo8 [1fa9cf508865f3f7],308.087,0.369766,0.298832,143.153,58 - Pnnm,oP20,"[API, Out, JSON ]"
B8Ir4V8 [fb5164a88452168d],284.058,0.749821,0.263441,159.556,58 - Pnnm,oP20,"[API, Out, JSON ]"
B8Ir6Zr2 [a72c66403b8d08d2],264.416,0.127376,0.314138,112.192,176 - P63/m,hP16,"[API, Out, JSON ]"
B8Mo2U2 [f63f1516da1306c3],228.02,0.0478738,0.16418,197.325,65 - Cmmm,oS24,"[API, Out, JSON ]"
B8Mo8Os4 [57c1fbcd1c742b68],315.64,0.434432,0.285969,157.601,58 - Pnnm,oP20,"[API, Out, JSON ]"
B8Mo8Ru4 [6367acc17172eb17],297.819,0.255588,0.284655,149.769,58 - Pnnm,oP20,"[API, Out, JSON ]"
B8Nb4Ni4 [a47595f4f42056e4],268.568,0.128868,0.232649,174.75,62 - Pnma,oP16,"[API, Out, JSON ]"
B8Nb7Ru6 [9b20bb8c04dd7312],273.634,0.0418183,0.24512,168.042,175 - P6/m,hP21,"[API, Out, JSON ]"
B8Os4Tb4 [c247e71c79c41148],202.91,0.219998,0.24024,127.495,62 - Pnma,oP16,"[API, Out, JSON ]"
B8Os6Sc2 [7f696d42775595c1],289.235,0.0909922,0.248099,175.127,63 - Cmcm,oS32,"[API, Out, JSON ]"
B8Re2Th2 [9c25b1f295d1a064],234.282,0.0382158,0.211394,167.448,65 - Cmmm,oS24,"[API, Out, JSON ]"
B8Re2U2 [2f56768f5a063e06],243.5,0.0760319,0.176703,200.704,65 - Cmmm,oS24,"[API, Out, JSON ]"
B8Rh8Tb2 [eeaa25c6506f3816],226.069,0.395851,0.325327,89.3848,137 - P42/nmc,tP18,"[API, Out, JSON ]"
B8Rh8Th2 [88ed31ffc6166706],230.194,0.618025,0.336279,84.6099,137 - P42/nmc,tP18,"[API, Out, JSON ]"
B8Rh8Y2 [e09b5a1f3f9dbc74],228.407,0.382062,0.320903,92.907,137 - P42/nmc,tP18,"[API, Out, JSON ]"
B8Ru4Y4 [84256361623eddf3],166.327,0.202075,0.236602,106.284,62 - Pnma,oP16,"[API, Out, JSON ]"
B8Th2W2 [26d9422c3b0df1e5],223.171,0.0814791,0.188023,175.815,65 - Cmmm,oS24,"[API, Out, JSON ]"
Ba1Cu2S2 [2e65053c866f159e],64.381,0.512222,0.303024,29.1971,139 - I4/mmm,tI10,"[API, Out, JSON ]"
Ba1Cu2Se2 [edc78b459eea539e],54.8376,0.650811,0.313959,23.293,139 - I4/mmm,tI10,"[API, Out, JSON ]"
Ba1Cu3O4 [b6f7fe78e3bdd220],79.1342,3.26257,0.287911,39.0946,65 - Cmmm,oS16,"[API, Out, JSON ]"
Ba1Ge12Pt4 [cb1a5c4e541f0235],96.3092,1.71261,0.400823,20.4559,204 - Im3,cI34,"[API, Out, JSON ]"
Ba1Ir2P2 [7475b5fade44d506],100.742,1.91235,0.276656,52.8728,139 - I4/mmm,tI10,"[API, Out, JSON ]"
Ba1Li1P1 [72b0cd273918804e],37.4517,0.432503,0.230488,24.6089,187 - P6m2,hP3,"[API, Out, JSON ]"
Ba1Li1Si1 [23e26457c91a4e11],27.5433,0.63032,0.239345,17.3784,187 - P6m2,hP3,"[API, Out, JSON ]"
Ba1Mg2Si2 [1711607563cbbfd5],49.7584,0.261597,0.179374,40.5821,139 - I4/mmm,tI10,"[API, Out, JSON ]"
Ba1Mg4Si3 [5be7414fafc81b31],52.4247,0.0248309,0.179742,42.6944,123 - P4/mmm,tP8,"[API, Out, JSON ]"
Ba1Nb4O6 [dfd1cf4ad506de91],184.378,0.291933,0.248395,111.48,123 - P4/mmm,tP11,"[API, Out, JSON ]"
Ba1Nb7O9 [39d79adf50b4e14e],199.934,0.298425,0.244643,123.059,123 - P4/mmm,tP17,"[API, Out, JSON ]"
Ba1Ni1Sn3 [a98fc872dd915b7f],55.2137,0.0590241,0.281407,28.2565,107 - I4mm,tI10,"[API, Out, JSON ]"
Ba1O4S1 [09807f267158661e],44.0167,0.393588,0.303997,19.8484,216 - F43m,cF24,"[API, Out, JSON ]"
Ba1Os2P2 [e4d98c8e05ddbd72],97.3432,1.75361,0.281273,49.8526,139 - I4/mmm,tI10,"[API, Out, JSON ]"
Ba1Os4Sb12 [b66a89e465aaaa2b],97.9592,0.390239,0.272443,52.5555,204 - Im3,cI34,"[API, Out, JSON ]"
Ba1P2Rh2 [132018b8492e9fb6],90.8289,0.768547,0.269558,49.46,139 - I4/mmm,tI10,"[API, Out, JSON ]"
Ba1P2Ru2 [57217fd30cc3c575],90.3965,1.52441,0.26409,50.6105,139 - I4/mmm,tI10,"[API, Out, JSON ]"
Ba1Pd1Sn3 [156ede75c61452f5],51.7178,0.116019,0.325448,20.4327,107 - I4mm,tI10,"[API, Out, JSON ]"
Ba1Pt1Sb1 [28000e3a3774b90a],58.6376,0.519916,0.335259,21.7037,187 - P6m2,hP3,"[API, Out, JSON ]"
Ba1Pt1Si3 [8396443cd021e28d],88.0085,0.10946,0.24702,53.5623,107 - I4mm,tI10,"[API, Out, JSON ]"
Ba1Pt1Sn3 [131e8de7e237a3e8],57.9135,0.0351571,0.322715,23.2866,107 - I4mm,tI10,"[API, Out, JSON ]"
Ba1Ru2Sb2 [ea57320229b91fa8],67.1134,0.842852,0.239526,42.3097,139 - I4/mmm,tI10,"[API, Out, JSON ]"
Ba2Be4N4 [03e0274d54e84d9a],98.3637,1.54442,0.239596,61.9904,140 - I4/mcm,tI20,"[API, Out, JSON ]"
Ba2Bi2O6 [6d34e6bcd9f71398],107.411,0.320711,0.28029,55.2983,225 - Fm3m,cF40,"[API, Out, JSON ]"
Ba2Br2H2 [2cce4f73a021a5c3],29.8114,0.453941,0.273176,15.9332,129 - P4/nmm,tP6,"[API, Out, JSON ]"
Ba2C8O8 [ecf1da14185d6e01],46.228,0.791491,0.312072,19.8638,140 - I4/mcm,tI36,"[API, Out, JSON ]"
Ba2Cd2Ge2 [2b5359dfe49a0656],35.0913,0.456512,0.215047,24.6889,194 - P63/mmc,hP6,"[API, Out, JSON ]"
Ba2Ce2N4 [dd3707e9c47d3c1a],109.226,0.400398,0.296497,51.4339,194 - P63/mmc,hP8,"[API, Out, JSON ]"
Ba2Cr2S4 [6c1489aaf3f548d5],50.7355,0.9069,0.281357,25.9716,59 - Pmmn,oP8,"[API, Out, JSON ]"
Ba2Cu2Sb2 [b71a608b1801100c],44.1425,0.161734,0.221988,30.1283,194 - P63/mmc,hP6,"[API, Out, JSON ]"
Ba2Cu4Sb4 [85ce03f90f0770f0],55.9482,0.333686,0.27065,30.2956,129 - P4/nmm,tP10,"[API, Out, JSON ]"
Ba2F8Mg2 [ff95cf897a9541ae],55.9662,0.723948,0.27524,29.5919,36 - Cmc21,oS24,"[API, Out, JSON ]"
Ba2F8Ni2 [e5158f531002e4cc],59.8012,0.569998,0.297298,28.0318,36 - Cmc21,oS24,"[API, Out, JSON ]"
Ba2F8Pd2 [df9eaef452433268],52.977,0.485062,0.35649,16.8141,140 - I4/mcm,tI24,"[API, Out, JSON ]"
Ba2Ga4Se8 [d6267b9b9147ffc7],26.4531,0.52276,0.266769,14.6112,66 - Cccm,oS28,"[API, Out, JSON ]"
Ba2Ge2Zn2 [4d7e8ad4f19d5a97],39.0083,0.142883,0.206075,28.5194,194 - P63/mmc,hP6,"[API, Out, JSON ]"
Ba2H2I2 [17963b5ef054944f],23.981,0.933518,0.257775,13.8549,129 - P4/nmm,tP6,"[API, Out, JSON ]"
Ba2Hf1S4 [ba6be901fe06b58d],57.6546,0.467769,0.274707,30.5697,139 - I4/mmm,tI14,"[API, Out, JSON ]"
Ba2Hf2N4 [fa48cab1f08b46b3],104.323,1.33386,0.313421,44.4591,129 - P4/nmm,tP8,"[API, Out, JSON ]"
Ba2Hg2Sn2 [b99a64a1aafcc7ab],31.0825,0.454584,0.227008,20.7463,194 - P63/mmc,hP6,"[API, Out, JSON ]"
Ba2In4Rh2 [ef52109a4d495abd],46.6457,1.6939,0.291146,22.6361,63 - Cmcm,oS16,"[API, Out, JSON ]"
Ba2In8Ir2 [cb7b0b787fcac5e5],52.693,0.513511,0.252472,31.2414,51 - Pmma,oP12,"[API, Out, JSON ]"
Ba2Li2P2 [96c130da39b9c3ab],39.4235,0.0908254,0.19918,29.6687,194 - P63/mmc,hP6,"[API, Out, JSON ]"
Ba2Li2Sb2 [e8f20dd3d3b5e956],29.9651,0.269873,0.191145,23.3092,194 - P63/mmc,hP6,"[API, Out, JSON ]"
Ba2Mo6Se6 [83f4b6cb80f2629a],56.1744,1.60728,0.270689,30.412,176 - P63/m,hP14,"[API, Out, JSON ]"
Ba2Mo6Te6 [4bbb41e61a17bf46],47.4959,1.13969,0.249539,28.5607,176 - P63/m,hP14,"[API, Out, JSON ]"
Ba2N2Zn1 [8fd289702e4f6b8f],52.9613,1.11188,0.310577,22.9641,139 - I4/mmm,tI10,"[API, Out, JSON ]"
Ba2N4Zr2 [738a7b63ffbb9295],104.11,1.26861,0.323064,41.7686,129 - P4/nmm,tP8,"[API, Out, JSON ]"
Ba2O12Te4 [d0ee5c0aa875ff14],73.3669,2.58405,0.300036,33.8546,63 - Cmcm,oS36,"[API, Out, JSON ]"
Ba2O14U4 [90e39fb6905c0e54],68.7604,0.642749,0.277781,35.8744,141 - I41/amd,tI40,"[API, Out, JSON ]"
Ba2O4Zr1 [cc9a5a5a57fa9414],107.133,0.248571,0.277707,55.9163,139 - I4/mmm,tI14,"[API, Out, JSON ]"
Ba2Pb12Rh6 [4bdc1c1255119bde],58.6317,0.231567,0.305648,26.1828,63 - Cmcm,oS40,"[API, Out, JSON ]"
Ba2Pb2Zn2 [c6e8d952c35609f3],30.1519,0.358877,0.209563,21.72,194 - P63/mmc,hP6,"[API, Out, JSON ]"
Ba2Pd2S4 [b584f241c5c0342f],40.7738,4.53543,0.339686,14.6376,63 - Cmcm,oS16,"[API, Out, JSON ]"
Ba2Si2Zn2 [3c46211a6b8a9e6f],43.3001,0.117732,0.210612,31.0517,194 - P63/mmc,hP6,"[API, Out, JSON ]"
Ba2Sn2Zn2 [a14fffd4332d65fa],34.0204,0.349441,0.210246,24.4352,194 - P63/mmc,hP6,"[API, Out, JSON ]"
Ba3Bi3Na3 [450c44720658cd0d],24.2806,0.180449,0.221025,16.6426,189 - P62m,hP9,"[API, Out, JSON ]"
Ba3Co3O6 [7a951b3e8c6356a2],80.7779,0.0792063,0.330743,30.8224,152 - P3121,hP12,"[API, Out, JSON ]"
Ba3Na3P3 [fa5b64b1b6cf8843],34.048,0.0938605,0.230965,22.3242,189 - P62m,hP9,"[API, Out, JSON ]"
Ba4Ca4Ge4 [e394f16f4357075d],30.316,0.411267,0.253623,17.8742,62 - Pnma,oP12,"[API, Out, JSON ]"
Ba4Ca4Pb4 [84351a3c976236a8],24.9434,0.331747,0.232568,16.236,62 - Pnma,oP12,"[API, Out, JSON ]"
Ba4Ca4Sn4 [8fd3a834512ee153],27.1197,0.333326,0.233006,17.6174,62 - Pnma,oP12,"[API, Out, JSON ]"
Ba4Ce4O12 [96374e8c0f7547e2],114.063,0.00890057,0.302445,51.9036,62 - Pnma,oP20,"[API, Out, JSON ]"
Ba4Cu8S8 [5a82abb475fd41a4],62.4481,0.294773,0.283409,31.6167,62 - Pnma,oP20,"[API, Out, JSON ]"
Ba4Cu8Te8 [7a8c8f17fddd7cfe],48.4049,0.188364,0.307477,21.3826,62 - Pnma,oP20,"[API, Out, JSON ]"
Ba4F12Pd2 [cdd80b42cdffa73e],52.1936,0.178073,0.335049,19.3463,64 - Cmce,oS36,"[API, Out, JSON ]"
Ba4Ge8P8 [4821b17f7b370cb9],48.2724,0.245144,0.237457,30.7249,105 - P42mc,tP20,"[API, Out, JSON ]"
Ba4Ge8S20 [ab2c00ed1393bac9],26.7944,0.321763,0.28569,13.399,227 - Fd3m,cF128,"[API, Out, JSON ]"
Ba4Hg4S8 [b1b76758a64dac8a],34.3488,0.177475,0.291188,16.6648,26 - Pmc21,oP16,"[API, Out, JSON ]"
Ba4Hg8Tl8 [a2d550bade29107a],29.8276,0.234429,0.338303,10.8115,136 - P42/mnm,tP20,"[API, Out, JSON ]"
Ba4Mn4O12 [520fbf59d2c57d48],109.158,0.191647,0.239317,68.8823,194 - P63/mmc,hP20,"[API, Out, JSON ]"
Ba4O12Ru4 [dad7d9666c8ceb25],108.048,0.122008,0.307034,47.8553,194 - P63/mmc,hP20,"[API, Out, JSON ]"
Ba4S12Zr4 [85d0b50d191cbaaf],70.0303,0.326644,0.292672,33.6958,62 - Pnma,oP20,"[API, Out, JSON ]"
Ba6Bi2N2 [95ba55b28f7c6bc1],24.7958,7.40515,0.309564,10.8174,194 - P63/mmc,hP10,"[API, Out, JSON ]"
Ba6Cr2N6 [5ffe41ffabba6d50],33.1987,0.962901,0.25265,19.6664,176 - P63/m,hP14,"[API, Out, JSON ]"
Ba6Cr2S10 [eef01ad888d92aa8],40.8419,0.0917147,0.286116,20.3762,185 - P63cm,hP18,"[API, Out, JSON ]"
Ba6Mn2N6 [bb6d369f4c5192ad],36.8776,0.385992,0.249024,22.2303,176 - P63/m,hP14,"[API, Out, JSON ]"
Ba6O10Si2 [3c5c4e212c7f9076],73.9944,0.466385,0.267945,40.6267,140 - I4/mcm,tI36,"[API, Out, JSON ]"
Ba6O18Ti6 [6ed18cf9e58d0bfb],136.825,0.120222,0.256314,79.6195,194 - P63/mmc,hP30,"[API, Out, JSON ]"
Ba6S10Ti2 [9622542b97edf80c],37.6904,0.383956,0.260943,21.4368,140 - I4/mcm,tI36,"[API, Out, JSON ]"
Be2C2N4 [e0243b1db258ed09],315.641,0.427251,0.145994,292.511,122 - I42d,tI16,"[API, Out, JSON ]"
Be2Hf2Si2 [40fc12ea1012ee6e],146.714,0.0998989,0.182319,118.263,194 - P63/mmc,hP6,"[API, Out, JSON ]"
Be2Li2P2 [3d6a13a697be6ee5],62.7814,1.10309,0.215833,44.0202,129 - P4/nmm,tP6,"[API, Out, JSON ]"
Be2Li2Sb2 [35246e62d761d918],55.3101,0.0384123,0.169572,46.8786,186 - P63mc,hP6,"[API, Out, JSON ]"
Be2N4Si2 [15717f6d60d159de],221.664,0.664043,0.187132,175.259,122 - I42d,tI16,"[API, Out, JSON ]"
Be2Na2Sb2 [469d710a3c8090f4],35.177,3.00167,0.21989,24.232,194 - P63/mmc,hP6,"[API, Out, JSON ]"
Be4C4N8 [a1c3422f6f6a1056],310.247,0.0780461,0.141522,292.285,33 - Pna21,oP16,"[API, Out, JSON ]"
Be4Ca2N4 [f5a1a141caf92326],112.091,3.63956,0.260987,63.7384,140 - I4/mcm,tI20,"[API, Out, JSON ]"
Be4N4Sr2 [2c75a9327fd2228c],105.462,1.84371,0.225955,70.7238,140 - I4/mcm,tI20,"[API, Out, JSON ]"
Be4N8Si4 [9f66b3161bbcc27d],219.046,0.0999287,0.186097,173.913,33 - Pna21,oP16,"[API, Out, JSON ]"
Bi10La6Mg2 [32e1b4a32d8eea59],50.4151,1.35235,0.371199,14.207,193 - P63/mcm,hP18,"[API, Out, JSON ]"
Bi10La6Sc2 [0d36cbf7fb265ac7],53.0683,0.186224,0.291089,25.7609,193 - P63/mcm,hP18,"[API, Out, JSON ]"
Bi1Co1O3 [3a16d453a47dec9e],73.9908,7.73042,0.351931,24.3113,99 - P4mm,tP5,"[API, Out, JSON ]"
Bi1Co1Zr1 [bef60f5771d9c8ec],122.572,0.443284,0.281057,62.8457,216 - F43m,cF12,"[API, Out, JSON ]"
Bi1Cu1Mg1 [50276ae3b555fe66],58.2944,0.235472,0.302824,26.4678,216 - F43m,cF12,"[API, Out, JSON ]"
Bi1Dy1Ni1 [67d183a9e1a39d6a],81.3778,0.211636,0.249298,48.9913,216 - F43m,cF12,"[API, Out, JSON ]"
Bi1Dy1Pd1 [f69858831f64c836],80.2444,0.0172319,0.304044,36.1744,216 - F43m,cF12,"[API, Out, JSON ]"
Bi1Dy1Pt1 [99381ab3810479e9],92.2056,1.28E-05,0.30718,40.8033,216 - F43m,cF12,"[API, Out, JSON ]"
Bi1Dy2O2 [d64cf23933c2a0e4],70.8258,0.940863,0.289566,34.6725,139 - I4/mmm,tI10,"[API, Out, JSON ]"
Bi1Er1Pt1 [52835ff38add18b5],93.4778,0.000317028,0.312527,40.0554,216 - F43m,cF12,"[API, Out, JSON ]"
Bi1Ho1Ni1 [91d77786125113a6],83.2278,0.180691,0.250108,49.9108,216 - F43m,cF12,"[API, Out, JSON ]"
Bi1Ho1Pd1 [6f2be676cbbdfc77],79.7278,0.0303748,0.302127,36.3466,216 - F43m,cF12,"[API, Out, JSON ]"
Bi1Ho1Pt1 [4daeb41c79df1c90],92.8111,6.97E-05,0.309618,40.4764,216 - F43m,cF12,"[API, Out, JSON ]"
Bi1Li1Mg1 [5a8e615d2ad336d3],31.5889,0.186504,0.213298,22.3933,216 - F43m,cF12,"[API, Out, JSON ]"
Bi1Lu1Ni1 [6c673e29967a0a34],84.4833,0.10076,0.263328,47.4814,216 - F43m,cF12,"[API, Out, JSON ]"
Bi1Mg1Ni1 [4973240dc8132d88],65.6389,0.0321913,0.283661,33.1868,216 - F43m,cF12,"[API, Out, JSON ]"
Bi1N2Th2 [611ac99f343f36bf],60.8904,1.77996,0.299511,28.1826,139 - I4/mmm,tI10,"[API, Out, JSON ]"
Bi1Nd1Pd1 [ff69372dff817014],71.4,0.010941,0.294662,33.9729,216 - F43m,cF12,"[API, Out, JSON ]"
Bi1Ni1Sc1 [bd5d9a64ba7b45c7],86.9444,0.013211,0.257498,50.3003,216 - F43m,cF12,"[API, Out, JSON ]"
Bi1Ni1Y1 [c40f2f44e48bdeb9],83.6722,0.195377,0.254094,49.2201,216 - F43m,cF12,"[API, Out, JSON ]"
Bi1Ni1Zr1 [eb90303fbb73bfbf],103.594,0.528009,0.331012,39.4577,216 - F43m,cF12,"[API, Out, JSON ]"
Bi1Pd1Y1 [5115bb8e95e6c1a2],79.2944,0.0295645,0.302975,35.9706,216 - F43m,cF12,"[API, Out, JSON ]"
Bi1Pd1Yb1 [358d5c62402dd8bf],50.5667,0.748685,0.356921,15.9958,216 - F43m,cF12,"[API, Out, JSON ]"
Bi1Pt1Yb1 [5ee3f602225eb2e4],59.7222,0.462682,0.330003,22.9006,216 - F43m,cF12,"[API, Out, JSON ]"
Bi2Ca2Cu2 [63566c9261ac0837],46.7346,0.471787,0.244911,28.7285,194 - P63/mmc,hP6,"[API, Out, JSON ]"
Bi2Co1Hf6 [2582fcb8a8d0c226],114.145,0.168428,0.269751,62.0954,189 - P62m,hP9,"[API, Out, JSON ]"
Bi2Cu1Zr6 [30968b247fe9a71a],98.6665,0.321986,0.282741,50.1337,189 - P62m,hP9,"[API, Out, JSON ]"
Bi2Cu2Sr2 [841a3c0675f964f2],41.3074,0.33953,0.221708,28.2282,194 - P63/mmc,hP6,"[API, Out, JSON ]"
Bi2Cu2Yb2 [bd7c887ef9cb5854],42.6794,0.494985,0.235136,27.4566,194 - P63/mmc,hP6,"[API, Out, JSON ]"
Bi2Er10Pt4 [5a58189fe4d0f2e6],68.7017,2.07287,0.359715,21.2643,140 - I4/mcm,tI32,"[API, Out, JSON ]"
Bi2Er6Mn1 [01481e25e4e09b70],60.3221,0.194458,0.243598,37.3113,189 - P62m,hP9,"[API, Out, JSON ]"
Bi2Ho6Rh1 [029f2208a4366d61],57.5416,1.43659,0.316156,24.1127,189 - P62m,hP9,"[API, Out, JSON ]"
Bi2Li2Zn2 [b729e654befeb54e],38.975,0.293711,0.296789,18.3225,186 - P63mc,hP6,"[API, Out, JSON ]"
Bi2O2Se1 [bd39fcd8abd8e251],77.3104,2.17009,0.331572,29.3365,139 - I4/mmm,tI10,"[API, Out, JSON ]"
Bi2O8V2 [d698f685b0961bd3],110.523,2.31899,0.347627,37.4898,141 - I41/amd,tI24,"[API, Out, JSON ]"
Bi3Dy3Rh3 [664ed358c57b1ad3],94.676,0.233798,0.320115,38.7031,189 - P62m,hP9,"[API, Out, JSON ]"
Bi4Cr4O12 [c1573e2e95ab4e6d],166.491,0.113498,0.296333,78.4726,62 - Pnma,oP20,"[API, Out, JSON ]"
Bi4F16K4 [4903f5fada95736b],53.5778,0.242878,0.323477,21.4383,227 - Fd3m,cF96,"[API, Out, JSON ]"
Bi4F16Rb4 [5d2ee95d3fdba7f1],54.4389,0.481416,0.355617,17.3944,227 - Fd3m,cF96,"[API, Out, JSON ]"
Bi4Fe4O12 [e44f5279fe7ec8cc],160.815,0.10451,0.313542,68.4832,62 - Pnma,oP20,"[API, Out, JSON ]"
Bi4Ga4O12 [1b9d423e761607d2],85.5898,0.732744,0.281466,43.788,54 - Pcca,oP20,"[API, Out, JSON ]"
Bi4In4O12 [663a88d9677baeb5],89.8181,0.580921,0.285133,45.0513,33 - Pna21,oP20,"[API, Out, JSON ]"
Bi4In4O12 [2439417eb20680d8],133.127,0.16151,0.322204,53.7045,62 - Pnma,oP20,"[API, Out, JSON ]"
Bi4Ir4O14 [d1c53dfc3ace44df],181.517,0.00542565,0.300895,83.3448,227 - Fd3m,cF88,"[API, Out, JSON ]"
Bi4Li4Sr4 [74cc6b30d40d1940],29.9502,0.297127,0.193371,23.0865,62 - Pnma,oP12,"[API, Out, JSON ]"
Bi4Mg2O12 [71f18f0157cf2698],120.283,1.36633,0.277856,62.7305,136 - P42/mnm,tP18,"[API, Out, JSON ]"
Bi4O12Rh4 [f506cd5137a22ac3],171.479,0.321682,0.329558,65.9479,62 - Pnma,oP20,"[API, Out, JSON ]"
Bi4O14Pt4 [646ccd3a29e844e5],176.456,0.0797117,0.30718,78.0858,227 - Fd3m,cF88,"[API, Out, JSON ]"
Bi4O14Rh4 [f66fc434b1966cc9],172.622,0.0820642,0.320155,70.5491,227 - Fd3m,cF88,"[API, Out, JSON ]"
Bi4O14Ru4 [5882443e36213ebb],170.483,0.0184952,0.263872,95.5536,227 - Fd3m,cF88,"[API, Out, JSON ]"
Bi4O14Ru4 [fb5e653ad146f5aa],171.556,1.62E-06,0.31662,71.6833,227 - Fd3m,cF88,"[API, Out, JSON ]"
Bi4O14Sn4 [140d3e2656d49b94],146.417,0.0203573,0.302113,66.7544,227 - Fd3m,cF88,"[API, Out, JSON ]"
Bi4O14Ti4 [4ddd3fc4b2a6ef79],168.367,0.0258373,0.307087,74.5479,227 - Fd3m,cF88,"[API, Out, JSON ]"
Bi4Pb4Pd8 [a13bccbb2b851378],85.3699,0.468134,0.375582,23.1646,36 - Cmc21,oS32,"[API, Out, JSON ]"
Bi4Pd6S4 [af102afc1723b260],62.6487,0.12847,0.385317,15.5591,199 - I213,cI28,"[API, Out, JSON ]"
Bi8Ce6Pt6 [7d0d74c7b1eea04b],92.2874,0.0135351,0.302138,42.0696,220 - I43d,cI40,"[API, Out, JSON ]"
Bi8Cu8Mn6 [113adf38c305c34c],56.8778,0.0011046,0.296888,26.7237,225 - Fm3m,cF88,"[API, Out, JSON ]"
Bi8La6Pt6 [767068ac4761423d],76.711,0,0.348529,25.8492,220 - I43d,cI40,"[API, Out, JSON ]"
Br10Cs2Sn4 [36c4141c3de2e357],8.93669,0.650555,0.234303,5.77115,140 - I4/mcm,tI32,"[API, Out, JSON ]"
Br10Pb4Rb2 [898a956acbc9af99],13.3059,0.971417,0.253581,7.84673,140 - I4/mcm,tI32,"[API, Out, JSON ]"
Br12K4Te2 [90e130206cc7a035],8.85281,0.16342,0.279621,4.57394,128 - P4/mnc,tP18,"[API, Out, JSON ]"
Br24Cs8Te4 [81a977a0efede30d],7.78333,0.16713,0.266307,4.30916,225 - Fm3m,cF36,"[API, Out, JSON ]"
